Usuario,Año,NumPreguntas,TotalRespuestas,TotalComentarios,MediaRespuestas,MaxRespuestas
Edgar Cortes,2020,1,1,1,1.0,1
Walter Stiven Carrillo Duarte,2020,1,1,0,1.0,1
DCN199317,2020,1,0,1,0.0,0
Noelia P.,2021,8,12,14,1.5,4
Pedro Ávila,2021,28,29,93,1.04,3
unwnchileno,2021,1,0,3,0.0,0
aseron1988,2021,1,1,4,1.0,1
frank,2021,1,1,2,1.0,1
Arepismar,2021,1,0,3,0.0,0
Octavio Samuel,2021,1,0,1,0.0,0
Tom Welling,2021,6,3,20,0.5,1
Carlos Gómez Palacios,2021,1,0,0,0.0,0
NuMa,2021,1,0,2,0.0,0
Marcos Lequerica,2021,1,0,5,0.0,0
Manuel Rivera,2021,1,1,0,1.0,1
Martin Ambrogio,2021,1,1,3,1.0,1
Jorgesys,2021,1,2,0,2.0,2
Alexander Benavides,2021,1,2,0,2.0,2
Luis Miguel Grajales,2021,1,1,2,1.0,1
OMNIBUS YAHUALICA GUADALAJARA,2021,3,2,3,0.67,1
MrBrayaN,2021,1,1,1,1.0,1
trompi26,2021,1,1,2,1.0,1
Queoxs,2021,3,3,4,1.0,1
user3810191,2021,1,1,0,1.0,1
Jonatan jesus,2021,1,1,0,1.0,1
Alin Mesa,2021,1,0,5,0.0,0
juanse,2021,1,1,1,1.0,1
Jonathan Perez,2021,2,2,7,1.0,2
Alex Torre,2021,2,3,4,1.5,2
IssacCloudVII,2021,1,2,0,2.0,2
zUSL16,2021,2,1,3,0.5,1
nicocarro,2021,5,7,8,1.4,2
LenaLuthor,2021,1,0,2,0.0,0
Diego Portilla,2021,1,1,6,1.0,1
Luis Alberto Quintero,2021,1,1,1,1.0,1
Richyms,2021,9,7,23,0.78,2
Luis Javier Bautista Barahona,2021,2,2,2,1.0,2
Isabella,2021,1,0,8,0.0,0
Lluc Matas,2021,1,2,4,2.0,2
Gimena Pasten,2021,1,0,10,0.0,0
Cesar Felix,2021,8,10,9,1.25,2
Alejandra Espinosa Rincón,2021,1,1,4,1.0,1
Jonathan Monge,2021,1,0,4,0.0,0
Daniel RoMo,2021,1,0,0,0.0,0
Rubi Labs,2021,1,1,1,1.0,1
Legalins,2021,1,1,0,1.0,1
Jugo,2021,1,2,1,2.0,2
juandiego,2021,1,0,1,0.0,0
Kriling Jarid Garcia Espinoza,2021,1,0,2,0.0,0
Edar,2021,2,0,4,0.0,0
Elisson Rodriguez Reyes,2021,1,0,0,0.0,0
Marquez_32,2021,3,1,7,0.33,1
matias poses,2021,1,0,1,0.0,0
Italo Buitron,2021,1,1,0,1.0,1
Sebastian Lagos,2021,1,1,0,1.0,1
aldair martinez,2021,3,3,6,1.0,2
Erick Henandez,2021,1,1,4,1.0,1
PeterGrif,2021,1,1,0,1.0,1
Javier Rojas,2022,1,1,5,1.0,1
juan,2022,10,7,15,0.7,2
Jorge Rodriguez Mora,2022,1,0,8,0.0,0
camilo henao,2022,3,3,5,1.0,1
roman francisco,2022,1,0,3,0.0,0
Francisco Giménez,2022,5,7,11,1.4,3
Jack,2022,1,0,8,0.0,0
Hubblewebb1,2022,1,1,0,1.0,1
Ferns,2022,3,4,10,1.33,2
noob,2022,1,1,1,1.0,1
Jordan Vera Zapata,2022,1,1,1,1.0,1
kktua222,2022,1,1,0,1.0,1
daniela ruiz,2022,1,0,2,0.0,0
Canela,2022,1,2,1,2.0,2
Yami,2022,2,1,12,0.5,1
Guillermo Diaz Salinas,2022,1,1,2,1.0,1
solve,2022,2,1,1,0.5,1
Javier Escobar,2022,1,1,1,1.0,1
user280893,2022,1,1,0,1.0,1
ffaraldo,2022,2,3,2,1.5,2
Julio Escudero Cuesta,2022,3,3,8,1.0,1
Aleix Roca,2022,1,1,1,1.0,1
duvan leal,2022,5,1,6,0.2,1
Bagual77,2022,1,1,4,1.0,1
DOsa,2022,1,1,7,1.0,1
Emmanuel Dev,2022,2,1,5,0.5,1
JoseOlvera,2022,1,0,2,0.0,0
Emiliano Sanchez,2022,1,0,4,0.0,0
Alejandro Saavedra,2022,1,1,2,1.0,1
Kram_,2022,1,0,2,0.0,0
Tomas Millan,2022,1,1,0,1.0,1
juan foti,2022,1,1,1,1.0,1
ArtEze,2022,2,2,5,1.0,1
Walter,2022,2,0,4,0.0,0
AdrianFz,2022,1,1,2,1.0,1
Alejandro Betancur,2022,1,0,3,0.0,0
GibranQ,2022,2,1,4,0.5,1
WalterPH,2022,3,1,7,0.33,1
Manueel Perezz,2022,1,1,2,1.0,1
Jillder,2022,1,1,0,1.0,1
paolo584758,2022,1,0,2,0.0,0
Washington Olmos,2022,1,1,2,1.0,1
G Cabrera,2022,1,1,1,1.0,1
Santiago Henao,2022,1,0,1,0.0,0
pertenet,2023,1,1,3,1.0,1
Tygreton,2023,1,1,0,1.0,1
Sergio casado,2023,1,0,1,0.0,0
Santiago Barreiro,2023,18,9,31,0.5,3
Ekaitz Martin,2023,1,1,2,1.0,1
Cristian Corredor,2023,1,2,8,2.0,2
NatGGScience,2023,1,2,2,2.0,2
jose.gb89,2023,1,0,0,0.0,0
Hetziel Malave,2023,1,1,0,1.0,1
AlexTrev,2023,6,3,15,0.5,1
aureliomiguel,2023,1,1,0,1.0,1
wagner,2023,1,0,0,0.0,0
Another Developer,2023,1,2,3,2.0,2
Jean Eckan,2023,1,1,0,1.0,1
lol,2023,2,0,0,0.0,0
Pascal B,2023,2,0,2,0.0,0
user330971,2023,1,0,0,0.0,0
Alan Flores,2023,1,0,0,0.0,0
Sofia Rosas,2023,1,2,3,2.0,2
Laura Hernandez,2023,1,0,3,0.0,0
Pedro 360kbcn,2023,1,0,6,0.0,0
joordonezoArago,2023,1,0,0,0.0,0
KIWIn,2023,1,0,1,0.0,0
Iban,2023,1,0,2,0.0,0
Manu Pralong,2023,5,1,15,0.2,1
user109460,2018,1,1,0,1.0,1
Necros,2019,1,1,0,1.0,1
karantooo,2019,3,5,3,1.67,2
Lorena,2019,7,10,38,1.43,3
leocente,2019,1,0,2,0.0,0
Oscar Julian Alvarez Serrano,2019,2,2,0,1.0,1
Jhon Jairo Ramirez,2019,1,2,3,2.0,2
Pedro Vélez Naranjo,2019,1,1,0,1.0,1
luis_am92,2020,5,9,13,1.8,3
Mau España,2020,38,30,125,0.79,2
jjbalvarez,2020,1,0,2,0.0,0
mauricio,2020,25,33,60,1.32,4
Juan Esteban Rozo Mendez,2020,2,2,2,1.0,1
Oliver Sanchez,2020,1,0,3,0.0,0
Alejandro vaquero,2020,1,1,0,1.0,1
Daniel Montes,2020,1,1,0,1.0,1
Tomás Iglesias,2020,2,2,9,1.0,2
Anon,2020,5,4,9,0.8,1
Eduardo GR,2020,1,0,0,0.0,0
ROBERTO ESPINOZA,2020,1,1,1,1.0,1
JUANIKO,2020,1,0,6,0.0,0
Janire,2021,3,5,3,1.67,2
user210121,2021,1,1,0,1.0,1
Fabricio Barrientos Takata,2021,1,0,4,0.0,0
flames943,2021,1,0,0,0.0,0
Harieks_Sanchez,2021,5,3,11,0.6,1
IVAN CARLOS GONZALEZ CUETO,2021,1,1,1,1.0,1
Gilmer Franko,2021,1,1,0,1.0,1
Alonso Guevara,2021,1,1,0,1.0,1
Daniel Alejandro Gómez Caseros,2022,1,1,5,1.0,1
Martin Schneider,2022,2,1,3,0.5,1
Nelson Ventimilla,2022,3,1,8,0.33,1
Romel Barreto,2022,1,1,2,1.0,1
UnlimitedLove,2022,3,4,3,1.33,2
Rodolfoloko,2022,2,3,2,1.5,2
x24hs,2022,2,2,5,1.0,1
Mateo Cunha,2022,1,0,2,0.0,0
Tete Raminez,2022,1,1,0,1.0,1
Matias Ezequiel Soto,2022,1,0,7,0.0,0
Neimex23,2022,6,6,15,1.0,2
KenMed,2022,1,2,3,2.0,2
Carlos Rodriguez,2022,4,5,5,1.25,2
alV1997,2022,1,1,0,1.0,1
Nicole,2022,1,2,1,2.0,2
Bruno Casali,2023,1,1,3,1.0,1
Apoteotico,2023,1,1,0,1.0,1
Abraham Ramirez,2023,1,0,4,0.0,0
Juan Marcos Kruppa,2023,1,0,2,0.0,0
Uriel Campuzano,2023,1,0,2,0.0,0
MatD,2023,1,1,2,1.0,1
julian salas,2015,1,3,1,3.0,3
eferion,2016,2,2,1,1.0,1
fredyfx,2016,4,7,6,1.75,3
David,2016,3,3,6,1.0,1
Leirós Leandro,2016,1,2,0,2.0,2
user5705,2016,1,1,1,1.0,1
Yeisom Gomez,2016,1,2,1,2.0,2
edwar fuentes,2016,2,5,3,2.5,4
Lalo Alexander,2016,7,12,5,1.71,4
J. Vilchez,2016,1,0,3,0.0,0
Rf Mvs,2016,57,86,173,1.51,8
Matias999,2016,1,1,2,1.0,1
Paul Avalos,2016,1,1,0,1.0,1
John Amadeus Petrucci,2016,1,1,0,1.0,1
Lerzenit,2016,1,1,0,1.0,1
Diego Alejandro,2016,4,17,12,4.25,5
Svalinn,2016,1,2,16,2.0,2
Daniel Esteban Ladino Torres,2016,2,4,1,2.0,2
Sergio Domínguez Triñanes,2016,1,1,4,1.0,1
Juan Manuel Dominguez Pizarro,2016,1,2,0,2.0,2
J. Javier Perez,2016,1,1,2,1.0,1
JJ Restrepo,2016,1,2,0,2.0,2
joe06,2017,4,4,17,1.0,2
Tony_Bielo,2017,5,9,14,1.8,3
juandiegozb,2017,1,1,0,1.0,1
Ariel Salas,2017,1,1,4,1.0,1
Gerardo Bautista,2017,30,44,27,1.47,7
Borja Sanchez,2017,16,31,53,1.94,4
Mario Parreño,2017,1,1,0,1.0,1
ignacio blanco gonzalez,2017,1,1,3,1.0,1
Rick Nuñez,2017,1,1,4,1.0,1
sehonisai,2017,2,2,8,1.0,1
Jorge Mejia,2017,2,2,0,1.0,1
DarkFenix,2017,1,1,4,1.0,1
Eddie,2017,1,1,1,1.0,1
Erick Estevez,2017,1,2,11,2.0,2
Iron Man,2017,3,2,22,0.67,2
Byron2017,2017,1,1,4,1.0,1
Santiago Maldonado,2017,1,1,3,1.0,1
Gaston Slaiman,2017,2,2,14,1.0,1
pablOOO5,2017,1,1,0,1.0,1
Cristian Solorio Cordero,2017,1,1,0,1.0,1
Duvan Guia Torres,2017,1,2,0,2.0,2
Abel291,2017,1,1,0,1.0,1
Juan Perez,2017,1,1,4,1.0,1
Jesus Escorcia,2017,2,4,1,2.0,2
Renato,2017,7,8,19,1.14,3
Greg Gomez,2017,1,0,2,0.0,0
Jorge Campos,2017,1,1,4,1.0,1
DanielV,2017,1,0,1,0.0,0
DPlay97,2017,2,4,5,2.0,3
Francisco Hinojosa,2017,1,0,5,0.0,0
Jorgesanux,2017,1,2,0,2.0,2
Alejandro Gerardo,2017,1,2,0,2.0,2
Segurida IT,2017,2,4,4,2.0,2
Sergio Santano,2017,2,1,6,0.5,1
leavai,2017,2,2,5,1.0,2
Mauricio Ricardo,2017,1,4,1,4.0,4
Alex JC,2017,1,0,5,0.0,0
SOTELO,2017,1,1,6,1.0,1
Mario Mixtega,2017,1,1,2,1.0,1
Jorge Adrian,2017,1,0,2,0.0,0
Ericking Wilches Trujillo,2017,1,2,2,2.0,2
Julio Mejia,2017,1,1,0,1.0,1
Agus Olivera,2017,2,4,1,2.0,3
Nestor Bautista,2017,1,3,0,3.0,3
Leodev,2017,1,1,3,1.0,1
Dmillan,2018,1,1,11,1.0,1
Pelukosa,2018,38,61,127,1.61,7
JohanVonElectrum,2018,1,1,3,1.0,1
Rayan,2018,3,5,5,1.67,3
catalina,2018,1,1,0,1.0,1
Jhon James Hernandez,2018,15,18,48,1.2,3
Novato,2018,4,6,2,1.5,3
Enrique Solis,2018,1,1,3,1.0,1
Txmx,2018,9,14,16,1.56,4
Andrew,2018,1,2,7,2.0,2
Nahuel Akeen Reymundo,2018,5,7,6,1.4,2
Raquel500c,2018,1,0,1,0.0,0
FdS,2018,1,2,4,2.0,2
Alber Developer,2018,1,1,4,1.0,1
Luis Daniel,2018,5,5,7,1.0,2
Daniel Esteban Ladino Torres,2018,1,1,2,1.0,1
Kevin Puscan Ortiz,2018,8,6,18,0.75,2
Juan Lozano,2018,3,3,7,1.0,1
Octavio Chavez,2018,2,1,3,0.5,1
SPA,2018,1,1,0,1.0,1
Micha Ruiz,2018,3,2,14,0.67,2
M.use,2018,2,1,8,0.5,1
luis_gomez,2018,3,4,12,1.33,2
Michel Abreu Pardo,2018,1,0,2,0.0,0
Emmanuel LG,2018,2,1,4,0.5,1
David Leon,2018,1,1,1,1.0,1
Jhony Morocho,2018,1,2,6,2.0,2
Jose Garcia Mendoza,2018,1,1,0,1.0,1
Thomas Jaquez,2018,1,1,3,1.0,1
M. Gress,2018,1,1,4,1.0,1
Omar Hernandez,2018,1,0,0,0.0,0
Daniel Sanchez,2018,1,0,2,0.0,0
Dahiana,2018,2,2,6,1.0,1
diego pichaco,2018,1,1,1,1.0,1
Mario Ramón,2018,1,1,2,1.0,1
Jorge Salas Bernal,2018,1,2,2,2.0,2
francisco ayala,2018,2,4,12,2.0,3
Pablo Santos,2018,1,1,4,1.0,1
talendguy,2018,1,0,3,0.0,0
Quaerendo,2018,1,1,0,1.0,1
Saul115,2018,1,1,0,1.0,1
lobito,2018,1,1,2,1.0,1
David Barrero González,2018,1,1,1,1.0,1
Alejandro Osama Se,2018,1,6,2,6.0,6
dami,2018,2,2,1,1.0,1
Jose Manuel Talaveron,2018,4,3,11,0.75,2
JRC,2018,1,0,2,0.0,0
Jose Miguel Ortiz,2018,1,1,2,1.0,1
Javier SL,2018,1,2,3,2.0,2
Branco Stefanov,2018,1,0,2,0.0,0
SirFmgames,2018,3,3,0,1.0,1
Gerson Pineda,2018,1,2,0,2.0,2
Rafa FE,2018,1,2,2,2.0,2
Ruben-PX,2019,6,5,17,0.83,2
Rafael Gaitan,2019,10,10,24,1.0,2
Edwin Rendoon Cadavid,2019,2,2,9,1.0,1
Morderisk,2019,15,19,39,1.27,3
Ruben García Tutor,2019,2,4,11,2.0,3
NewBuddy,2019,1,1,2,1.0,1
user117641,2019,1,2,0,2.0,2
Hexyz,2019,1,3,3,3.0,3
Marbys,2019,2,3,5,1.5,2
Sonia Toledo,2019,2,1,5,0.5,1
Juan Yankovic,2019,1,1,2,1.0,1
JuanJo,2019,1,1,6,1.0,1
ilan,2019,1,1,1,1.0,1
Gregor D,2019,1,1,0,1.0,1
l3xium,2019,1,0,6,0.0,0
gastón artaza yañez,2019,3,5,4,1.67,3
Antuanct,2019,2,4,4,2.0,3
kvothe838,2019,1,0,8,0.0,0
Benjamín Araya,2019,1,1,2,1.0,1
Dureymon,2019,3,1,7,0.33,1
magicxZ,2019,2,2,1,1.0,1
Nelson Emmanuel,2019,2,2,0,1.0,1
Josué Venegas,2019,1,1,3,1.0,1
Grifin,2019,2,4,0,2.0,3
francisco cueva,2019,1,1,0,1.0,1
Sukhjit Singh,2019,1,1,0,1.0,1
NicoGuevaraAtuq,2019,2,1,2,0.5,1
Alan Orellana,2019,1,1,2,1.0,1
Ernesto Gutierrez,2019,2,3,0,1.5,2
Wat,2019,1,1,3,1.0,1
Diego_Esquivel,2019,1,1,0,1.0,1
Miguel Celorio,2019,1,2,0,2.0,2
Supra,2019,3,4,6,1.33,2
Roberto Figueroa,2019,3,5,2,1.67,2
jehyson morales,2019,1,0,3,0.0,0
JorgeGuz,2019,2,4,3,2.0,3
TrustThisRobot,2019,3,4,3,1.33,2
Juan David Polo,2019,1,1,0,1.0,1
Jose Bueno Romero,2019,2,2,2,1.0,1
Carlos Bueno,2020,1,0,2,0.0,0
Victor A,2020,9,19,47,2.11,8
Andres Vergara,2020,1,1,0,1.0,1
Johan Donado B.,2020,3,4,5,1.33,2
Eli Basurto Olguín,2020,1,3,4,3.0,3
Jcastillovnz,2020,5,4,3,0.8,1
Guillermo,2020,9,11,13,1.22,2
Diego Alberto Fuentes Bravo,2020,1,0,5,0.0,0
Francella,2020,1,1,1,1.0,1
Ángel SC,2020,1,2,0,2.0,2
Releveit Candol,2020,3,3,10,1.0,2
Julio C.,2020,3,4,4,1.33,2
Ramón Devesa,2020,2,1,5,0.5,1
generacion26,2020,1,1,0,1.0,1
oskarlopez4,2020,1,1,1,1.0,1
Venom,2020,3,3,3,1.0,1
Jaia,2020,1,2,3,2.0,2
Cami España,2020,1,1,1,1.0,1
user174356,2020,1,2,8,2.0,2
BeniGls,2020,2,2,6,1.0,1
Antares,2020,1,2,2,2.0,2
Joacer,2020,1,2,0,2.0,2
Sebastian Mostazo,2020,5,4,9,0.8,2
Lennyn A Mendoza E,2020,2,0,10,0.0,0
Nicolas Tani,2020,1,1,2,1.0,1
Heberto,2020,1,1,2,1.0,1
Alexander Bermúdez Castañeda,2020,2,1,2,0.5,1
CatPachangas,2020,1,0,2,0.0,0
Lenin Sanchez,2020,2,3,1,1.5,2
diegoperez97,2020,1,1,0,1.0,1
Gozulr,2020,3,4,4,1.33,2
Lalo Landa,2020,1,1,0,1.0,1
anonimo,2020,1,3,2,3.0,3
dev.cap,2020,1,1,1,1.0,1
Roy,2020,2,2,2,1.0,2
carlos Perez,2020,1,0,2,0.0,0
Francisco Carreño,2020,1,1,1,1.0,1
minix88,2020,1,1,0,1.0,1
sam0221,2020,1,1,0,1.0,1
Stiven Marin,2020,1,4,0,4.0,4
nelisson,2020,1,1,1,1.0,1
Ana Manuela Ceron Gomez,2020,1,0,0,0.0,0
JaviParamo,2020,1,0,2,0.0,0
Seele,2020,1,1,0,1.0,1
alexito2020,2020,1,3,1,3.0,3
AsitunaBravia,2020,1,1,0,1.0,1
NuMa,2020,1,1,0,1.0,1
Miguelhyto,2020,1,1,1,1.0,1
Iván Rodríguez,2021,43,34,168,0.79,2
javier dure,2021,1,0,2,0.0,0
segundo jesus,2021,3,2,2,0.67,1
DaniF95,2021,1,1,3,1.0,1
Amilcar Angeles,2021,1,1,0,1.0,1
Marianella Cabrera Ahumada,2021,1,0,6,0.0,0
Esteban Tosoni,2021,1,1,2,1.0,1
Alvaro Ochoa Martinez,2021,1,0,4,0.0,0
Mauricio EF,2021,1,0,3,0.0,0
Geovani Lopez,2021,7,6,31,0.86,2
Alejandro Reyes,2021,1,1,1,1.0,1
José Alfredo Saviñon Carreon,2021,1,0,12,0.0,0
Luis Fernando Pacheco Acosta,2021,2,1,9,0.5,1
Elliot Alderson,2021,1,0,2,0.0,0
LeonardoVM,2021,1,1,0,1.0,1
Christopher Gerardo Miranda Al,2021,1,1,0,1.0,1
Alejandro Vazquez,2021,3,3,11,1.0,1
Elkin Panameño,2021,1,2,2,2.0,2
Alejandro Azurdia,2021,3,2,4,0.67,1
emgodi,2021,5,6,4,1.2,2
Ignacio,2021,2,1,3,0.5,1
Luis Miguel Casas,2021,15,16,39,1.07,3
Ferns,2021,9,10,16,1.11,2
jcmh,2021,1,3,2,3.0,3
Diegofergamboa,2021,3,4,5,1.33,2
Lucas Pereyra,2021,2,2,1,1.0,1
Alexis Caballero,2021,3,5,6,1.67,4
madtyn,2021,1,0,2,0.0,0
javier carrere,2021,1,1,5,1.0,1
SrConnor,2021,1,0,0,0.0,0
Marc_Blue,2021,1,1,0,1.0,1
Antonio Castillo Moreno,2021,4,6,25,1.5,2
LucaDanielG,2021,1,1,0,1.0,1
Elvis Aldair Anaya Mendoza,2021,1,1,2,1.0,1
alec sanchez,2021,1,0,2,0.0,0
Ariana Blanco,2021,3,6,6,2.0,4
Edwar Danilo Ríos Gutiérrez,2021,1,0,2,0.0,0
o.buneo,2021,5,2,11,0.4,1
Emanuek,2021,1,1,0,1.0,1
roxxer,2021,1,0,2,0.0,0
angelvc94,2021,1,0,1,0.0,0
Wits,2021,1,0,4,0.0,0
feierabend,2021,1,1,2,1.0,1
Laan,2021,1,1,0,1.0,1
Eli,2021,1,1,4,1.0,1
dmarecos,2021,1,1,0,1.0,1
Juan Jesus,2021,5,7,19,1.4,2
hfgtr,2021,1,0,10,0.0,0
Rodo Medina,2021,1,1,2,1.0,1
Yuuki Issei,2021,2,0,3,0.0,0
CodeMas,2021,4,4,24,1.0,2
estebanjpc,2021,1,1,1,1.0,1
PeterGrif,2022,3,1,6,0.33,1
Caleb Zamalloa,2022,1,0,3,0.0,0
El Sheogorath,2022,1,1,2,1.0,1
Xaival,2022,3,2,14,0.67,1
AlbertoOG,2022,2,1,7,0.5,1
NyleveAbril,2022,1,1,1,1.0,1
marmu,2022,2,1,5,0.5,1
Denis,2022,1,1,1,1.0,1
SouR,2022,1,2,1,2.0,2
massimo_oddo,2022,1,0,8,0.0,0
TastyAvenger,2022,1,0,2,0.0,0
Blanca Ruiz Manzanares,2022,1,0,1,0.0,0
Osvaldo Hernandez,2022,1,0,0,0.0,0
Yahir_Aguilar,2022,3,6,9,2.0,3
Gerardo Aranda,2022,1,0,3,0.0,0
maicol,2022,1,0,2,0.0,0
ELba,2022,1,1,2,1.0,1
BetweenCodes,2022,1,0,2,0.0,0
Alejandro Padulles,2022,2,2,15,1.0,1
Miguel Espeso,2022,2,3,14,1.5,2
Francisco Tellez,2022,1,1,7,1.0,1
Alejandro Mateus,2022,1,1,3,1.0,1
gabriel99,2022,1,1,4,1.0,1
andrew007,2022,1,0,4,0.0,0
Victor Zaid Garcia,2022,1,0,3,0.0,0
Kevin Alejandro Leal Torres,2022,1,0,2,0.0,0
Vazquez,2022,1,0,2,0.0,0
gustavoQ2713,2022,1,1,5,1.0,1
Martin Barbieri,2022,10,7,13,0.7,2
jjavier 29,2022,1,0,4,0.0,0
Hector Hernandez,2022,2,0,4,0.0,0
SlowAfternoon,2022,1,1,1,1.0,1
alexis_162917,2022,1,0,2,0.0,0
Effect99,2022,1,2,0,2.0,2
Roxias,2022,1,1,3,1.0,1
Miguel Angel Blanco Gonzalez,2023,3,0,20,0.0,0
Eduardo Guerrero,2023,10,3,7,0.3,1
Prestomwill SpA,2023,1,0,1,0.0,0
XMichaelRdriguez,2023,1,0,0,0.0,0
tioCap,2023,4,0,11,0.0,0
Toni Riera,2023,1,0,1,0.0,0
Joaquin Quirque,2023,2,1,0,0.5,1
Analiz Anaya,2023,2,5,3,2.5,3
Alex gonzalez,2023,1,0,6,0.0,0
Desarrollador,2023,1,1,1,1.0,1
Joel Garbagnate,2023,1,2,3,2.0,2
Zentius7,2023,1,0,1,0.0,0
Daniel García Outón,2023,1,2,0,2.0,2
unity-student,2023,8,6,35,0.75,2
Jose Maria Vallejo Fernandez,2023,1,0,0,0.0,0
gingerargentinegirl123,2023,2,0,3,0.0,0
crepitas,2023,1,0,2,0.0,0
Daniela,2023,4,2,0,0.5,1
Gustavo Wittbecker,2023,1,0,2,0.0,0
Claudia Zavala,2023,6,0,22,0.0,0
Personal 1,2023,3,1,4,0.33,1
user218133,2023,1,0,3,0.0,0
Unset,2023,1,1,6,1.0,1
LihuenH,2023,1,0,0,0.0,0
Ricardo Riveraa,2023,1,0,1,0.0,0
TheCrack,2023,1,0,2,0.0,0
Racs,2023,1,0,0,0.0,0
Alex Carranza,2023,1,1,5,1.0,1
Miguel Angel Benítez,2023,1,1,1,1.0,1
steph1998,2023,1,0,0,0.0,0
Jonathan Orta,2023,1,0,0,0.0,0
Jpartel,2023,1,0,4,0.0,0
Ara Ballesteros,2023,1,0,0,0.0,0
Gretel Zaldivar,2023,1,0,0,0.0,0
Loperso,2018,2,3,3,1.5,2
Y2ksystem,2018,1,0,0,0.0,0
lina salazar,2019,1,1,3,1.0,1
Ricardo Gabriel,2019,3,1,9,0.33,1
richi pae,2019,1,4,6,4.0,4
Donato Mancera,2020,1,1,5,1.0,1
Diego Domínguez,2020,1,1,0,1.0,1
Andres Bonilla,2020,6,7,9,1.17,4
Cristian D.,2020,1,1,3,1.0,1
Ana María Trujillo Zapata,2020,1,1,2,1.0,1
EstudianteDesesperado,2020,1,0,4,0.0,0
Levi Hernandez,2020,1,0,2,0.0,0
Ruyman Reyes,2021,1,1,1,1.0,1
Javier García,2021,3,3,3,1.0,1
Antonio de León,2021,1,0,7,0.0,0
Antonio Milán,2021,2,2,4,1.0,1
Alex0x0,2021,1,1,3,1.0,1
Ramon Duran,2021,1,1,1,1.0,1
novatox,2021,4,5,12,1.25,2
Giacomo Franco,2022,4,6,4,1.5,2
Jean Paul,2022,1,1,3,1.0,1
TrueAFM,2022,1,1,0,1.0,1
Hamiltonps,2022,7,6,13,0.86,2
Marcelo Delgado,2022,1,0,2,0.0,0
uzve,2022,1,0,2,0.0,0
alfonso Perez,2022,1,1,3,1.0,1
Cristhian Cobeñas Huamani,2022,1,0,5,0.0,0
user214712,2022,2,0,7,0.0,0
Carlos Maradiaga,2022,1,1,1,1.0,1
Ralexhx,2022,1,2,0,2.0,2
Sojulover,2022,1,0,1,0.0,0
Alberto Cruz,2023,36,22,87,0.61,2
Julian Niveyro,2023,1,1,0,1.0,1
vigo,2023,1,0,4,0.0,0
Javier García Rodríguez,2023,1,1,1,1.0,1
Arfeon,2023,1,0,0,0.0,0
Jovanny Israel Zepeda Roque,2023,1,0,3,0.0,0
Jose Ignacio Lavecchia,2023,3,1,18,0.33,1
Agustin Macko,2023,1,1,7,1.0,1
gonzalo capararo,2023,1,1,1,1.0,1
Adrian Alfonso Alcantara Valen,2023,1,1,3,1.0,1
Erick.py,2023,1,0,1,0.0,0
Martin Vijarra,2023,3,0,2,0.0,0
5n10m,2023,1,0,2,0.0,0
Luis Rangel,2023,2,0,2,0.0,0
Sxntk,2015,1,1,2,1.0,1
user3877697,2016,1,2,1,2.0,2
Kevin Lincon,2016,3,4,8,1.33,2
RogerByte,2016,1,2,0,2.0,2
Marco Araya,2016,1,1,3,1.0,1
Julio Manuel Chan Martin,2016,2,1,6,0.5,1
goingmad,2016,1,1,0,1.0,1
amelian,2016,2,5,7,2.5,3
Ugaitz,2016,1,3,3,3.0,3
agente60,2016,1,2,1,2.0,2
Wazup2710,2016,1,1,5,1.0,1
Giovanni,2016,1,2,1,2.0,2
Jesús Suárez,2016,2,3,0,1.5,2
Bangott,2016,1,2,6,2.0,2
Kelian Borge,2016,1,2,5,2.0,2
50l3r,2016,1,1,0,1.0,1
isi,2016,1,0,0,0.0,0
Jesús Enrique Escobedo,2016,1,6,0,6.0,6
Piliopan,2017,1,3,4,3.0,3
lois6b,2017,7,16,11,2.29,5
Marck Vit,2017,2,4,1,2.0,3
Alex Abarca,2017,5,5,22,1.0,2
Roberto Sepúlveda Bravo,2017,5,8,0,1.6,3
Ezequiel Cohort,2017,6,6,10,1.0,2
Martin Acevedo,2017,1,0,2,0.0,0
dragonkhanrider,2017,1,1,0,1.0,1
Andrés Muñoz,2017,5,11,4,2.2,4
Juan C,2017,3,3,0,1.0,2
Fabián,2017,1,5,1,5.0,5
AlexBarr,2017,1,2,0,2.0,2
José McFly Carranza,2017,2,3,0,1.5,2
Jordan Morales,2017,1,2,5,2.0,2
ALDEAL1993,2017,1,1,2,1.0,1
user32284,2017,1,1,2,1.0,1
Luis Puentes,2017,1,0,12,0.0,0
Karmo,2017,1,0,3,0.0,0
Michael Alexander Quinonez,2017,2,3,2,1.5,2
Álvaro Rojas,2017,4,6,16,1.5,2
Jhony Urbano,2017,1,0,3,0.0,0
Daniel Arroyo,2017,1,0,10,0.0,0
Javier Esparza,2017,2,3,1,1.5,2
ESCM,2017,277,521,563,1.88,10
SeWaNsX,2017,6,7,17,1.17,2
Sergio Alcántara Reyes,2017,2,2,7,1.0,1
alfonso Perez,2017,2,5,3,2.5,3
Ald,2017,1,3,4,3.0,3
Jean Paul,2017,1,3,0,3.0,3
Rodrigo Banegas,2017,2,3,5,1.5,3
scorpions,2017,9,14,33,1.56,2
Multipruebas Soprte,2017,1,1,1,1.0,1
Taquirari,2017,1,1,0,1.0,1
loop2740,2017,1,0,2,0.0,0
Cristian Camilo,2017,2,2,0,1.0,1
San Juan,2017,7,8,23,1.14,2
J. Carlos,2017,12,14,45,1.17,3
